,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
877,Upper West Side,40.787657998534854,-73.97705923630603,Blondies Sports,40.78348738780915,-73.97911071192236,Sports Bar
878,Upper West Side,40.787657998534854,-73.97705923630603,Bettola,40.78359488162913,-73.97800998550794,Italian Restaurant
879,Upper West Side,40.787657998534854,-73.97705923630603,Saba's Pizza,40.78336686612572,-73.97825364217938,Pizza Place
880,Lincoln Square,40.77352888942166,-73.98533777001262,The Metropolitan Opera (Metropolitan Opera),40.77274188001071,-73.9844012260437,Opera House
881,Lincoln Square,40.77352888942166,-73.98533777001262,Vivian Beaumont Theater,40.77335439326125,-73.98382650016491,Theater
882,Lincoln Square,40.77352888942166,-73.98533777001262,Walter Reade Theater,40.77378269862583,-73.98392424016612,Indie Movie Theater
883,Lincoln Square,40.77352888942166,-73.98533777001262,American Ballet Theatre,40.77266786620554,-73.98447632789612,Performing Arts Venue
884,Lincoln Square,40.77352888942166,-73.98533777001262,Big Apple Circus,40.77213234383995,-73.98534816184991,Circus
885,Lincoln Square,40.77352888942166,-73.98533777001262,New York Philharmonic,40.7725263585612,-73.98313945354337,Concert Hall
886,Lincoln Square,40.77352888942166,-73.98533777001262,The Juilliard School,40.773749,-73.982829,College Arts Building
887,Lincoln Square,40.77352888942166,-73.98533777001262,David H. Koch Theater,40.772292228782284,-73.9832624208871,Theater
888,Lincoln Square,40.77352888942166,-73.98533777001262,Claire Tow Theater,40.77336508283733,-73.98405123347202,Theater
889,Lincoln Square,40.77352888942166,-73.98533777001262,Lincoln Center’s Revson Fountain,40.77233002217005,-73.98329343630411,Fountain
890,Lincoln Square,40.77352888942166,-73.98533777001262,New York Public Library for the Performing Arts (LPA),40.77387382385821,-73.98504059638192,Library
891,Lincoln Square,40.77352888942166,-73.98533777001262,Lincoln Center Out of Doors,40.772227916936686,-73.98531230790812,Performing Arts Venue
892,Lincoln Square,40.77352888942166,-73.98533777001262,Film at Lincoln Center,40.7736089654995,-73.98357116949771,Indie Movie Theater
893,Lincoln Square,40.77352888942166,-73.98533777001262,David Geffen Hall,40.772305363002324,-73.983155909603,Concert Hall
894,Lincoln Square,40.77352888942166,-73.98533777001262,New York City Ballet,40.77228008900936,-73.98328251896085,Theater
895,Lincoln Square,40.77352888942166,-73.98533777001262,Lincoln Center for the Performing Arts,40.772282300238174,-73.98294841259204,Performing Arts Venue
896,Lincoln Square,40.77352888942166,-73.98533777001262,Elinor Bunin Munroe Film Center,40.77370874917822,-73.98348927497864,Indie Movie Theater
897,Lincoln Square,40.77352888942166,-73.98533777001262,Josie Robertson Plaza (Lincoln Center Plaza),40.7722274447236,-73.98302876064133,Plaza
898,Lincoln Square,40.77352888942166,-73.98533777001262,Alice Tully Hall,40.773358555297165,-73.98237293981146,Concert Hall
899,Lincoln Square,40.77352888942166,-73.98533777001262,FlyBarre Lincoln Center,40.77519532191418,-73.98413457594117,Gym / Fitness Center
900,Lincoln Square,40.77352888942166,-73.98533777001262,Met Opera Shop,40.772678,-73.984129,Gift Shop
901,Lincoln Square,40.77352888942166,-73.98533777001262,Flywheel Sports,40.77533,-73.98425,Cycle Studio
902,Lincoln Square,40.77352888942166,-73.98533777001262,Lincoln Square,40.773574459099386,-73.98210475604584,Plaza
903,Lincoln Square,40.77352888942166,-73.98533777001262,The Casbah,40.77375,-73.981767,Food Truck
904,Lincoln Square,40.77352888942166,-73.98533777001262,Kiehl's,40.774129211002,-73.98155137896538,Cosmetics Shop
905,Lincoln Square,40.77352888942166,-73.98533777001262,Apple Upper West Side,40.77500537520411,-73.98250658255392,Electronics Store
906,Lincoln Square,40.77352888942166,-73.98533777001262,Rosa Mexicano,40.7711834505908,-73.9833246594503,Mexican Restaurant
907,Lincoln Square,40.77352888942166,-73.98533777001262,Equinox Sports Club New York,40.77439,-73.981231,Gym
908,Lincoln Square,40.77352888942166,-73.98533777001262,AMC Lincoln Square 13,40.77506281342569,-73.98209487023252,Movie Theater
909,Lincoln Square,40.77352888942166,-73.98533777001262,The Smith,40.77150531958815,-73.98229201694723,American Restaurant
910,Lincoln Square,40.77352888942166,-73.98533777001262,Crossfit NYC - Upper West Side,40.77441561462417,-73.98109653863574,Gym
911,Lincoln Square,40.77352888942166,-73.98533777001262,lululemon athletica,40.77230312801631,-73.98186117410654,Clothing Store
912,Lincoln Square,40.77352888942166,-73.98533777001262,Breads Bakery,40.7710295,-73.98180789999999,Bakery
913,Lincoln Square,40.77352888942166,-73.98533777001262,Boulud Sud,40.77192955953719,-73.98157649135018,Mediterranean Restaurant
914,Lincoln Square,40.77352888942166,-73.98533777001262,Dig Inn,40.77426,-73.9815,American Restaurant
915,Lincoln Square,40.77352888942166,-73.98533777001262,Boule & Cherie,40.77599029027833,-73.98336587134303,Café
916,Lincoln Square,40.77352888942166,-73.98533777001262,David Rubenstein Atrium at Lincoln Center,40.771090418236135,-73.98267210067277,Performing Arts Venue
917,Lincoln Square,40.77352888942166,-73.98533777001262,Dante Park,40.77202918569011,-73.98248990630684,Plaza
918,Lincoln Square,40.77352888942166,-73.98533777001262,The Juilliard Store,40.77435341151559,-73.98295742545906,College Bookstore
919,Lincoln Square,40.77352888942166,-73.98533777001262,Gracefully,40.775195766225046,-73.98780901597966,Grocery Store
920,Lincoln Square,40.77352888942166,-73.98533777001262,Épicerie Boulud,40.77203371788467,-73.98217041215067,Café
921,Lincoln Square,40.77352888942166,-73.98533777001262,Cafe Fiorello,40.771735000935664,-73.98199555811516,Italian Restaurant
922,Lincoln Square,40.77352888942166,-73.98533777001262,Bar Boulud,40.7718590542576,-73.98230114526464,French Restaurant
923,Lincoln Square,40.77352888942166,-73.98533777001262,Shakespeare & Co.,40.776419061484354,-73.98213328788914,Bookstore
924,Lincoln Square,40.77352888942166,-73.98533777001262,67 Wine & Spirits,40.77477471626753,-73.98082884782761,Wine Shop
925,Lincoln Square,40.77352888942166,-73.98533777001262,Atlantic Grill,40.7722052,-73.9811767,Seafood Restaurant
926,Lincoln Square,40.77352888942166,-73.98533777001262,SoulCycle West 60th Street,40.77246117365789,-73.98993027408413,Cycle Studio
927,Lincoln Square,40.77352888942166,-73.98533777001262,The Empire Hotel,40.771545,-73.98263,Hotel
928,Lincoln Square,40.77352888942166,-73.98533777001262,P.J. Clarke's,40.77184767661627,-73.98277613228194,Burger Joint
929,Lincoln Square,40.77352888942166,-73.98533777001262,Joe: The Art of Coffee,40.7749910102078,-73.9802755128801,Coffee Shop
930,Lincoln Square,40.77352888942166,-73.98533777001262,West End Towers Park,40.7751103425325,-73.98808964543346,Park
931,Lincoln Square,40.77352888942166,-73.98533777001262,Cafe Luxembourg,40.777514,-73.983556,French Restaurant
932,Lincoln Square,40.77352888942166,-73.98533777001262,Magnolia Bakery,40.77563667082563,-73.9801535759707,Bakery
933,Lincoln Square,40.77352888942166,-73.98533777001262,Richard Tucker Square,40.77357467300629,-73.98196054620766,Plaza
934,Lincoln Square,40.77352888942166,-73.98533777001262,Merkin Concert Hall,40.77517864857521,-73.98312962481987,Concert Hall
935,Lincoln Square,40.77352888942166,-73.98533777001262,The Empire Hotel Rooftop,40.77147785043831,-73.9827440886541,Roof Deck
936,Lincoln Square,40.77352888942166,-73.98533777001262,Renaissance Fine Wines & Spirits,40.777293344748806,-73.9880656744655,Wine Shop
937,Lincoln Square,40.77352888942166,-73.98533777001262,Bed Bath & Beyond,40.7726316,-73.9818792,Furniture / Home Store
938,Lincoln Square,40.77352888942166,-73.98533777001262,Vin Sur Vingt,40.775568,-73.989927,Wine Bar
939,Lincoln Square,40.77352888942166,-73.98533777001262,CorePower Yoga,40.776861442798776,-73.9818026887538,Yoga Studio
940,Lincoln Square,40.77352888942166,-73.98533777001262,Seventieth Street Playground (aka PS 199 Playground),40.77747594570336,-73.98400937293768,Playground
941,Lincoln Square,40.77352888942166,-73.98533777001262,Le Pain Quotidien,40.77265656734981,-73.98163855075836,Café
942,Lincoln Square,40.77352888942166,-73.98533777001262,Vive La Crêpe,40.77514985932948,-73.98051492316965,Dessert Shop
943,Lincoln Square,40.77352888942166,-73.98533777001262,Central Rock Gym,40.772634315236424,-73.9907887429527,Climbing Gym
944,Lincoln Square,40.77352888942166,-73.98533777001262,West Elm,40.77018188358475,-73.9819729268482,Furniture / Home Store
945,Lincoln Square,40.77352888942166,-73.98533777001262,Rite Aid,40.7771947,-73.9830383,Pharmacy
946,Lincoln Square,40.77352888942166,-73.98533777001262,Riverside Boulevard Dog Run,40.77623761865009,-73.98987543879235,Dog Run
947,Lincoln Square,40.77352888942166,-73.98533777001262,Pick A Bagel,40.773146004198075,-73.98940711907856,Bagel Shop
948,Lincoln Square,40.77352888942166,-73.98533777001262,Unleashed by Petco,40.77444718631594,-73.98104936660039,Pet Store
949,Lincoln Square,40.77352888942166,-73.98533777001262,The Greek Kitchen,40.76968955893778,-73.98823816523908,Greek Restaurant
950,Lincoln Square,40.77352888942166,-73.98533777001262,Lincoln Plaza Fountain,40.77168786457775,-73.9820531034839,Plaza
951,Lincoln Square,40.77352888942166,-73.98533777001262,Noi Due Carne,40.776221,-73.981486,Italian Restaurant
952,Lincoln Square,40.77352888942166,-73.98533777001262,SAG-AFTRA,40.77188104273546,-73.9817499397748,General Entertainment
953,Lincoln Square,40.77352888942166,-73.98533777001262,Starbucks,40.77139241,-73.9824237,Coffee Shop
954,Lincoln Square,40.77352888942166,-73.98533777001262,Joanne Trattoria,40.77443169968248,-73.98054354601426,Italian Restaurant
955,Lincoln Square,40.77352888942166,-73.98533777001262,The Empire Hotel Lobby Bar,40.77164962714453,-73.98233466662263,Bar
956,Lincoln Square,40.77352888942166,-73.98533777001262,Morton Williams Supermarket,40.772169,-73.990199,Grocery Store
957,Lincoln Square,40.77352888942166,-73.98533777001262,MAC Cosmetics,40.77397353608048,-73.98140021150208,Cosmetics Shop
958,Lincoln Square,40.77352888942166,-73.98533777001262,IT'SUGAR,40.77011173453093,-73.9820716944862,Candy Store
959,Lincoln Square,40.77352888942166,-73.98533777001262,Noi Due,40.77608153873772,-73.98182259691175,Italian Restaurant
960,Lincoln Square,40.77352888942166,-73.98533777001262,Paris Baguette,40.769707,-73.988041,Bakery
961,Lincoln Square,40.77352888942166,-73.98533777001262,Burberry Brit,40.7745802,-73.981095,Clothing Store
962,Lincoln Square,40.77352888942166,-73.98533777001262,John Jay College - Gerald W. Lynch Theater,40.770727965973926,-73.98903854637031,College Theater
963,Lincoln Square,40.77352888942166,-73.98533777001262,La Boite en Bois,40.7748529160161,-73.98053622206075,French Restaurant
964,Lincoln Square,40.77352888942166,-73.98533777001262,LensCrafters,40.77719302577001,-73.98243264015052,Optical Shop
965,Lincoln Square,40.77352888942166,-73.98533777001262,Bin 70 Wine,40.77790106384644,-73.98590152632777,Wine Shop
966,Lincoln Square,40.77352888942166,-73.98533777001262,Blu Cafe,40.77672805379985,-73.9892336195807,Café
967,Lincoln Square,40.77352888942166,-73.98533777001262,Peperino,40.772654,-73.991042,Pizza Place
968,Lincoln Square,40.77352888942166,-73.98533777001262,West Side YMCA,40.77086,-73.98064,Gym / Fitness Center
969,Lincoln Square,40.77352888942166,-73.98533777001262,The UPS Store,40.775565197557306,-73.98354993900284,Shipping Store
970,Lincoln Square,40.77352888942166,-73.98533777001262,Wok City,40.77523255727379,-73.98409665398943,Chinese Restaurant
971,Lincoln Square,40.77352888942166,-73.98533777001262,Trump Place 120 Fitness Center,40.77666304497307,-73.98892886325355,Gym / Fitness Center
972,Lincoln Square,40.77352888942166,-73.98533777001262,Hudson River Bench,40.776817,-73.98911,River
973,Clinton,40.75910089146212,-73.99611936309479,Pershing Square Signature Theater,40.7592276,-73.9952319,Theater
974,Clinton,40.75910089146212,-73.99611936309479,Playwrights Horizons,40.758817619979915,-73.99357382102023,Theater
975,Clinton,40.75910089146212,-73.99611936309479,Pio Pio,40.76063594478618,-73.99471374607128,Peruvian Restaurant
976,Clinton,40.75910089146212,-73.99611936309479,UCB Theatre Hell’s Kitchen,40.760499950120476,-73.997863306895,Comedy Club
977,Clinton,40.75910089146212,-73.99611936309479,Mémé Mediterranean,40.760904754375375,-73.99460052237751,Mediterranean Restaurant
978,Clinton,40.75910089146212,-73.99611936309479,Manhattan Plaza Health Club (MPHC),40.75996689999999,-73.99458489999999,Gym / Fitness Center
979,Clinton,40.75910089146212,-73.99611936309479,The Victory,40.75927433585485,-73.99646791200374,Building
980,Clinton,40.75910089146212,-73.99611936309479,Rustic Table,40.759754,-73.996013,Café
981,Clinton,40.75910089146212,-73.99611936309479,Pan Aqua Diving,40.7599386094597,-73.99452003010043,Sporting Goods Shop
982,Clinton,40.75910089146212,-73.99611936309479,Mark Fisher Fitness - Ninja Clubhouse,40.75683627951094,-73.99471875886772,Gym / Fitness Center
983,Clinton,40.75910089146212,-73.99611936309479,Manhattan Plaza Park,40.75989807538225,-73.99444862120194,Park
984,Clinton,40.75910089146212,-73.99611936309479,Equinox® at M Club,40.75920115265559,-73.99508032030828,Gym / Fitness Center
985,Clinton,40.75910089146212,-73.99611936309479,Little Pie Company,40.75950656369549,-73.99319888622144,Pie Shop
986,Clinton,40.75910089146212,-73.99611936309479,M Club at MiMA,40.75882771990531,-73.9948342220298,Lounge
987,Clinton,40.75910089146212,-73.99611936309479,Yotel - Rooftop Cinema Club,40.759429476399106,-73.99504653708904,Movie Theater
988,Clinton,40.75910089146212,-73.99611936309479,Chez Josephine,40.75874739808714,-73.99339660073383,French Restaurant
989,Clinton,40.75910089146212,-73.99611936309479,YOTEL New York,40.759171152139054,-73.99526845262133,Hotel
990,Clinton,40.75910089146212,-73.99611936309479,The Westside Theater,40.75935013765587,-73.99276473897154,Indie Theater
991,Clinton,40.75910089146212,-73.99611936309479,44 & X,40.76102377100562,-73.99451778340418,American Restaurant
992,Clinton,40.75910089146212,-73.99611936309479,Capizzi,40.757312071957266,-73.99346864470768,Pizza Place
993,Clinton,40.75910089146212,-73.99611936309479,Walter's Cottage,40.75992709705884,-73.99529415340317,Sports Bar
994,Clinton,40.75910089146212,-73.99611936309479,Oslo Coffee Roasters,40.760512,-73.998985,Coffee Shop
995,Clinton,40.75910089146212,-73.99611936309479,Sunac Natural Food,40.76072453468411,-73.99842514475792,Health Food Store
996,Clinton,40.75910089146212,-73.99611936309479,Life Time Sky,40.76115126873309,-73.99913217426928,Gym
997,Clinton,40.75910089146212,-73.99611936309479,Brooklyn Fare,40.75613,-73.996614,Supermarket
998,Clinton,40.75910089146212,-73.99611936309479,The Actors Studio,40.76033891491542,-73.99328012583598,Theater
999,Clinton,40.75910089146212,-73.99611936309479,Ada’s Place,40.757646,-73.997997,Cocktail Bar
1000,Clinton,40.75910089146212,-73.99611936309479,Baryshnikov Arts Center,40.7562834864242,-73.99718114055341,Theater
1001,Clinton,40.75910089146212,-73.99611936309479,TITLE Boxing Club NYC - Midtown West,40.75636043759353,-73.99731271933179,Gym / Fitness Center
1002,Clinton,40.75910089146212,-73.99611936309479,Shorty's,40.75815902743957,-73.99280273587476,Sandwich Place
1003,Clinton,40.75910089146212,-73.99611936309479,Pod Times Square,40.75821446509751,-73.99315501347948,Hotel
1004,Clinton,40.75910089146212,-73.99611936309479,Grand Cru Wine & Spirits,40.76141099997067,-73.99771927038316,Wine Shop
1005,Clinton,40.75910089146212,-73.99611936309479,Domus,40.76007613776004,-73.99239962486234,Gift Shop
1006,Clinton,40.75910089146212,-73.99611936309479,Gourmet Unlimited Deli,40.76028219096396,-73.99511881805807,Sandwich Place
1007,Clinton,40.75910089146212,-73.99611936309479,Stage 42,40.758866974859906,-73.9938772234132,Theater
1008,Clinton,40.75910089146212,-73.99611936309479,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant
1009,Clinton,40.75910089146212,-73.99611936309479,Theater Row,40.758483322270166,-73.99348797815622,Theater
1010,Clinton,40.75910089146212,-73.99611936309479,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant
1011,Clinton,40.75910089146212,-73.99611936309479,Ample Hills Creamery,40.76245082042913,-73.99707133667775,Ice Cream Shop
1012,Clinton,40.75910089146212,-73.99611936309479,DiMenna Center for Classical Music,40.75632282156117,-73.99719159820236,Music School
1013,Clinton,40.75910089146212,-73.99611936309479,Gotham West Market,40.76247485468297,-73.99700918734288,Food Court
1014,Clinton,40.75910089146212,-73.99611936309479,Wine Escape,40.759914853622604,-73.99219335633057,Wine Bar
1015,Clinton,40.75910089146212,-73.99611936309479,505W37,40.75690858825211,-73.99800734510892,Residential Building (Apartment / Condo)
1016,Clinton,40.75910089146212,-73.99611936309479,The Alice Griffin Jewel Box Theatre,40.75946288301485,-73.99518523786081,Theater
1017,Clinton,40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.76115612063494,-73.9981398392287,Italian Restaurant
1018,Clinton,40.75910089146212,-73.99611936309479,Club 7 By Iowa Sports,40.76082717166776,-73.99912031260314,Gym
1019,Clinton,40.75910089146212,-73.99611936309479,Hellcat Annie's Tap Room,40.76153217870817,-73.99418063601553,Bar
1020,Clinton,40.75910089146212,-73.99611936309479,Veritas Studio Wines,40.76216482709867,-73.99562415236564,Wine Shop
1021,Clinton,40.75910089146212,-73.99611936309479,Red Poke,40.758866,-73.992009,Poke Place
1022,Clinton,40.75910089146212,-73.99611936309479,Distrikt Hotel,40.75670714599083,-73.99287335653906,Hotel
1023,Clinton,40.75910089146212,-73.99611936309479,Adella Wine Bar,40.75945554568737,-73.9930377008285,Wine Bar
1024,Clinton,40.75910089146212,-73.99611936309479,West Vibe Salon + Beauty,40.76179385819139,-73.99271932252522,Spa
1025,Clinton,40.75910089146212,-73.99611936309479,Astro Dog Run,40.75808111019388,-73.9970210180508,Dog Run
1026,Clinton,40.75910089146212,-73.99611936309479,Farida,40.755721641233336,-73.99462746829839,Kebab Restaurant
1027,Clinton,40.75910089146212,-73.99611936309479,Legacy Records,40.757565,-73.9981106,American Restaurant
1028,Clinton,40.75910089146212,-73.99611936309479,Theatre Row Studios,40.758291254790635,-73.99402216977336,Dance Studio
1029,Clinton,40.75910089146212,-73.99611936309479,Massage Envy,40.76035088929084,-73.9966432478505,Spa
1030,Clinton,40.75910089146212,-73.99611936309479,Clinton Gourmet Market,40.76195973895934,-73.9937603585276,Deli / Bodega
1031,Clinton,40.75910089146212,-73.99611936309479,Green Room 42,40.759448299371336,-73.99508257493542,Performing Arts Venue
1032,Clinton,40.75910089146212,-73.99611936309479,Ollie's Sichuan Restaurant,40.75869555247971,-73.99322083968677,Chinese Restaurant
1033,Clinton,40.75910089146212,-73.99611936309479,Romeo and Juliet Coffee,40.760726,-73.997724,Coffee Shop
1034,Clinton,40.75910089146212,-73.99611936309479,Kochi,40.76203,-73.99355,Korean Restaurant
1035,Clinton,40.75910089146212,-73.99611936309479,Hell's Chicken,40.76169618500672,-73.99404735425337,Fried Chicken Joint
1036,Clinton,40.75910089146212,-73.99611936309479,Bird & Branch,40.76023380705023,-73.99092742659005,Coffee Shop
1037,Clinton,40.75910089146212,-73.99611936309479,City Sandwich,40.760606,-73.99123,Sandwich Place
1038,Clinton,40.75910089146212,-73.99611936309479,dell’anima,40.762408,-73.996936,Italian Restaurant
1039,Clinton,40.75910089146212,-73.99611936309479,Playboy Club New York,40.76000023219246,-73.99636724453029,Lounge
1040,Clinton,40.75910089146212,-73.99611936309479,Terra Market,40.75686356881963,-73.9937370791919,Organic Grocery
1041,Clinton,40.75910089146212,-73.99611936309479,Oaxaca Taqueria,40.75989403625988,-73.99214544534135,Taco Place
1042,Clinton,40.75910089146212,-73.99611936309479,Schmackary's,40.76007,-73.990815,Bakery
1043,Clinton,40.75910089146212,-73.99611936309479,The Marshal,40.7613412833165,-73.9942768975244,New American Restaurant
1044,Clinton,40.75910089146212,-73.99611936309479,yotel galley,40.759181749320184,-73.99551339388837,Hotel Bar
1045,Clinton,40.75910089146212,-73.99611936309479,Tim Ho Wan,40.75936042286173,-73.99187086554677,Dim Sum Restaurant
1046,Clinton,40.75910089146212,-73.99611936309479,Turco Mediterranean Grill,40.75915761782478,-73.99202212667944,Mediterranean Restaurant
1047,Clinton,40.75910089146212,-73.99611936309479,McCaffrey Playground,40.75893692735852,-73.99156076690032,Playground
1048,Clinton,40.75910089146212,-73.99611936309479,West Side Steakhouse,40.76052125924629,-73.99492145506794,Steakhouse
1049,Clinton,40.75910089146212,-73.99611936309479,Silver Towers 7th Floor Gym/Pool/Lounge/Roof,40.76063181255091,-73.99924872560831,Gym / Fitness Center
1050,Clinton,40.75910089146212,-73.99611936309479,Claudio Pizzeria Ristorante,40.76036816979472,-73.9949908412242,Pizza Place
1051,Clinton,40.75910089146212,-73.99611936309479,5 Napkin Burger,40.760180000000005,-73.9910951312828,Burger Joint
1052,Clinton,40.75910089146212,-73.99611936309479,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant
1053,Clinton,40.75910089146212,-73.99611936309479,Juice Generation,40.76039852555939,-73.99081694171616,Juice Bar
1054,Clinton,40.75910089146212,-73.99611936309479,Sticky's Finger Joint,40.758815619865814,-73.99199218650818,Fried Chicken Joint
1055,Clinton,40.75910089146212,-73.99611936309479,Tavola,40.75553079277017,-73.99476881950281,Italian Restaurant
1056,Clinton,40.75910089146212,-73.99611936309479,Life Time Spa,40.761638,-73.999051,Spa
1057,Clinton,40.75910089146212,-73.99611936309479,Rudy's Bar & Grill,40.7599319591241,-73.99159047097984,Dive Bar
1058,Clinton,40.75910089146212,-73.99611936309479,Lansdowne Road,40.7606252623736,-73.99492382679445,Pub
1059,Clinton,40.75910089146212,-73.99611936309479,Marseille,40.759837779846215,-73.99156406309389,French Restaurant
1060,Clinton,40.75910089146212,-73.99611936309479,Subway,40.76088982443974,-73.99752021744905,Sandwich Place
1061,Clinton,40.75910089146212,-73.99611936309479,The Jolly Goat Coffee Bar,40.76324477334396,-73.99416619410337,Coffee Shop
1062,Clinton,40.75910089146212,-73.99611936309479,Friedman's,40.75527060199177,-73.99850924419557,American Restaurant
1063,Clinton,40.75910089146212,-73.99611936309479,Dear Irving on Hudson,40.75625086146467,-73.99162970464934,Cocktail Bar
1064,Clinton,40.75910089146212,-73.99611936309479,Hell's Kitchen Park & Playground,40.76192972020586,-73.99197745490221,Park
1065,Clinton,40.75910089146212,-73.99611936309479,OBAO Hell's Kitchen,40.76056300016482,-73.99108715100483,Thai Restaurant
1066,Clinton,40.75910089146212,-73.99611936309479,Queen of Sheba,40.76205268705003,-73.99360913413459,Ethiopian Restaurant
1067,Clinton,40.75910089146212,-73.99611936309479,East & West,40.759045,-73.994948,Restaurant
1068,Clinton,40.75910089146212,-73.99611936309479,Ogilvy Fitness,40.763460561220136,-73.99629149162,Gym
1069,Clinton,40.75910089146212,-73.99611936309479,Pinkberry,40.758831,-73.992121,Frozen Yogurt Shop
1070,Clinton,40.75910089146212,-73.99611936309479,Rooftop 505 W.37th St.,40.75717476752408,-73.99852906897736,Scenic Lookout
1071,Clinton,40.75910089146212,-73.99611936309479,Treadwell,40.759963612615174,-73.996284413735,Restaurant
1072,Clinton,40.75910089146212,-73.99611936309479,505W37 Gym,40.75727530635666,-73.99779701418834,Gym
1073,Midtown,40.75469110270623,-73.98166882730304,Bryant Park,40.753621,-73.983265,Park
1074,Midtown,40.75469110270623,-73.98166882730304,New York Public Library Terrace,40.75301665207755,-73.98147986022437,Plaza
1075,Midtown,40.75469110270623,-73.98166882730304,Nat Sherman Townhouse,40.75328314637699,-73.98035765297013,Smoke Shop
1076,Midtown,40.75469110270623,-73.98166882730304,Joanna Vargas Skin Care,40.753136,-73.980721,Spa
1077,Midtown,40.75469110270623,-73.98166882730304,sweetgreen,40.7546399,-73.9831017,Salad Place
1078,Midtown,40.75469110270623,-73.98166882730304,Gabriel Kreuther,40.75414305569201,-73.98350459096378,French Restaurant
1079,Midtown,40.75469110270623,-73.98166882730304,CAVA,40.7541862,-73.9819133,Mediterranean Restaurant
1080,Midtown,40.75469110270623,-73.98166882730304,COS,40.75367837580188,-73.98068597476947,Clothing Store
1081,Midtown,40.75469110270623,-73.98166882730304,Strip House,40.755298209282735,-73.98068987647997,Steakhouse
1082,Midtown,40.75469110270623,-73.98166882730304,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant
1083,Midtown,40.75469110270623,-73.98166882730304,NBA Store,40.75530524423989,-73.97937729490778,Sporting Goods Shop
1084,Midtown,40.75469110270623,-73.98166882730304,Equinox East 43rd Street,40.754089,-73.9799,Gym
1085,Midtown,40.75469110270623,-73.98166882730304,Whole Foods Market,40.75450746689136,-73.98429874954766,Grocery Store
1086,Midtown,40.75469110270623,-73.98166882730304,MUJI,40.75247095108687,-73.98134887218475,Miscellaneous Shop
1087,Midtown,40.75469110270623,-73.98166882730304,Sofitel New York,40.75578722233005,-73.98176215591775,Hotel
1088,Midtown,40.75469110270623,-73.98166882730304,Andaz 5th Avenue - a concept by Hyatt,40.75282904501203,-73.98094169367391,Hotel
1089,Midtown,40.75469110270623,-73.98166882730304,Books Kinokuniya,40.75405320187223,-73.98464945969599,Bookstore
1090,Midtown,40.75469110270623,-73.98166882730304,Breads Bakery - Bryant Park Kiosk,40.7545583,-73.9839498,Bakery
1091,Midtown,40.75469110270623,-73.98166882730304,Málà Project,40.75685008448552,-73.98085527505972,Szechuan Restaurant
1092,Midtown,40.75469110270623,-73.98166882730304,Swerve Fitness,40.756626438116555,-73.98030720333121,Cycle Studio
1093,Midtown,40.75469110270623,-73.98166882730304,Harvard Club of New York City,40.755484615334794,-73.98150167104264,Historic Site
1094,Midtown,40.75469110270623,-73.98166882730304,Xi’an Famous Foods,40.754969,-73.982497,Chinese Restaurant
1095,Midtown,40.75469110270623,-73.98166882730304,Alterations.com Sewing and Alterations,40.7541602,-73.9797975,Tailor Shop
1096,Midtown,40.75469110270623,-73.98166882730304,Belasco Theatre,40.7565480793502,-73.98392286690733,Theater
1097,Midtown,40.75469110270623,-73.98166882730304,Blue Bottle Coffee,40.753027,-73.98414,Coffee Shop
1098,Midtown,40.75469110270623,-73.98166882730304,adidas,40.756221821894776,-73.97909389823302,Sporting Goods Shop
1099,Midtown,40.75469110270623,-73.98166882730304,Beyond Bespoke,40.75698,-73.98069,Tailor Shop
1100,Midtown,40.75469110270623,-73.98166882730304,Sunrise Mart,40.75261253559183,-73.98071412764527,Gourmet Shop
1101,Midtown,40.75469110270623,-73.98166882730304,Park Italian Gourmet,40.75667784618427,-73.98194763998217,Deli / Bodega
1102,Midtown,40.75469110270623,-73.98166882730304,Stone Bridge Pizza & Salad,40.752585764935624,-73.98045903500676,Pizza Place
1103,Midtown,40.75469110270623,-73.98166882730304,Koi New York,40.75275541257538,-73.98330420255661,Sushi Restaurant
1104,Midtown,40.75469110270623,-73.98166882730304,The Lionel Pincus and Princess Firyal Map Division,40.75342329651074,-73.98168579597639,Art Gallery
1105,Midtown,40.75469110270623,-73.98166882730304,Maison Kayser,40.752361229901794,-73.98262560367584,Bakery
1106,Midtown,40.75469110270623,-73.98166882730304,Barnes & Noble,40.755739,-73.978937,Bookstore
1107,Midtown,40.75469110270623,-73.98166882730304,MSK Cycle For Survival,40.753973603231486,-73.98017667861575,Gym / Fitness Center
1108,Midtown,40.75469110270623,-73.98166882730304,Tommy Bahama Restaurant,40.755425227515545,-73.9791977405548,Hawaiian Restaurant
1109,Midtown,40.75469110270623,-73.98166882730304,Book Off,40.75641128441061,-73.9815928976681,Bookstore
1110,Midtown,40.75469110270623,-73.98166882730304,Sushi Ginza Onodera,40.752471848211265,-73.98179167129307,Sushi Restaurant
1111,Midtown,40.75469110270623,-73.98166882730304,Urban Outfitters,40.754257,-73.980113,Clothing Store
